ふりがな,山名<山頂名>,都道府県,標高,緯度,経度
ふじさん<けんがみね>,富士山<剣ヶ峯>,山梨県 静岡県,3776,35.36083333,138.7275
きただけ,北岳,山梨県,3193,35.67444444,138.2388889
おくほたかだけ,奥穂高岳,長野県 岐阜県,3190,36.28916667,137.6480556
あいのだけ,間ノ岳,山梨県 静岡県,3190,35.64611111,138.2283333
やりがたけ,槍ヶ岳,長野県,3180,36.34194444,137.6475
ひがしだけ（わるさわだけ）,東岳（悪沢岳）,静岡県,3141,35.50083333,138.1825
あかいしだけ,赤石岳,長野県 静岡県,3121,35.46111111,138.1572222
からさわだけ,涸沢岳,長野県 岐阜県,3110,36.29583333,137.6469444
きたほたかだけ,北穂高岳,長野県 岐阜県,3106,36.3025,137.6519444
おおばみだけ,大喰岳,長野県 岐阜県,3101,36.33583333,137.6458333
まえほたかだけ,前穂高岳,長野県,3090,36.28194444,137.6605556
なかだけ,中岳,長野県 岐阜県,3084,36.32972222,137.6466667
あらかわだけ<なかだけ>,荒川岳<中岳>,静岡県,3084,35.49666667,138.1669444
あらかわだけ<まえだけ>,荒川岳<前岳>,長野県 静岡県,3068,35.49416667,138.1641667
おんたけさん<けんがみね>,御嶽山<剣ヶ峰>,長野県,3067,35.89277778,137.4802778
しおみだけ,塩見岳,長野県 静岡県,3052,35.57305556,138.1836111
のうとりだけ<にしのうとりだけ>,農鳥岳<西農鳥岳>,山梨県 静岡県,3051,35.62472222,138.2302778
みなみだけ,南岳,長野県 岐阜県,3033,36.31888889,137.6508333
せんじょうがたけ,仙丈ヶ岳,山梨県 長野県,3033,35.72,138.1836111
のりくらだけ<けんがみね>,乗鞍岳<剣ヶ峰>,岐阜県 長野県,3026,36.10638889,137.5536111
のうとりだけ,農鳥岳,山梨県 静岡県,3026,35.62111111,138.2369444
たてやま<おおなんじやま>,立山<大汝山>,富山県,3015,36.57583333,137.6197222
ひじりだけ<まえひじりだけ>,聖岳<前聖岳>,長野県 静岡県,3013,35.42277778,138.1397222
つるぎだけ,剱岳,富山県,2999,36.62333333,137.6169444
すいしょうだけ（くろだけ）,水晶岳（黒岳）,富山県,2986,36.42638889,137.6027778
こまがたけ,駒ヶ岳,山梨県 長野県,2967,35.75805556,138.2366667
こまがたけ,駒ヶ岳,長野県,2956,35.78944444,137.8044444
しろうまだけ,白馬岳,富山県 長野県,2932,36.75861111,137.7586111
こまがたけ<ほうけんだけ>,駒ヶ岳<宝剣岳>,長野県,2931,35.78138889,137.8091667
やくしだけ,薬師岳,富山県,2926,36.46888889,137.5447222
のぐちごろうだけ,野口五郎岳,富山県 長野県,2924,36.43277778,137.6377778
わしばだけ,鷲羽岳,富山県 長野県,2924,36.40305556,137.6052778
だいてんじょうだけ,大天井岳,長野県,2922,36.365,137.7011111
にしほたかだけ,西穂高岳,長野県 岐阜県,2909,36.27888889,137.6291667
やりがたけ,鑓ヶ岳,富山県 長野県,2903,36.73138889,137.7552778
あかだけ,赤岳,長野県 山梨県,2899,35.97083333,138.37
かさがたけ,笠ヶ岳,岐阜県,2898,36.31555556,137.5502778
ひろごうちだけ,広河内岳,山梨県 静岡県,2895,35.60611111,138.2358333
かしまやりがたけ,鹿島槍ヶ岳,富山県 長野県,2889,36.62444444,137.7469444
べっさん,別山,富山県,2880,36.5975,137.6202778
りゅうおうだけ,龍王岳,富山県,2872,36.56472222,137.6072222
あさひだけ,旭岳,富山県,2867,36.75777778,137.7458333
こうもりだけ,蝙蝠岳,静岡県,2865,35.55694444,138.2072222
あかうしだけ,赤牛岳,富山県,2864,36.46166667,137.6033333
うつぎだけ,空木岳,長野県,2864,35.71888889,137.8172222
まさごだけ,真砂岳,富山県,2861,36.58666667,137.62
すごろくだけ,双六岳,長野県 岐阜県,2860,36.37194444,137.5872222
じょうねんだけ,常念岳,長野県,2857,36.32555556,137.7275
さんのさわだけ,三沢岳,長野県,2847,35.76666667,137.7941667
みつだけ,三ッ岳,富山県 長野県,2845,36.45472222,137.6494444
みつまたれんげだけ,三俣蓮華岳,富山県 岐阜県 長野県,2841,36.39,137.5877778
みなみこまがたけ,南駒ヶ岳,長野県,2841,35.70138889,137.8108333
かんのんがだけ,観音ヶ岳,山梨県,2841,35.70166667,138.3047222
くろべごろうだけ（なかのまただけ）,黒部五郎岳（中ノ俣岳）,富山県 岐阜県,2840,36.3925,137.54
りゅうおうだけ<じょうどさん>,龍王岳<浄土山>,富山県,2831,36.56833333,137.6036111
よこだけ,横岳,長野県,2830,35.98583333,138.3727778
じいだけ,祖父岳,富山県,2825,36.41111111,137.5911111
はりのきだけ,針ノ木岳,富山県 長野県,2821,36.53805556,137.6844444
おおさわだけ,大沢岳,長野県 静岡県,2820,35.44888889,138.1202778
うさぎだけ,兎岳,長野県 静岡県,2818,35.42861111,138.1211111
ごりゅうだけ,五龍岳,富山県,2814,36.65833333,137.7527778
ひがしてんじょうだけ,東天井岳,長野県,2814,36.35333333,137.7155556
ぬけどだけ,抜戸岳,岐阜県,2813,36.32777778,137.575
しゃくしだけ,杓子岳,富山県 長野県,2812,36.74055556,137.7591667
なかもりまるやま,中盛丸山,長野県 静岡県,2807,35.44277778,138.1219444
あみだだけ,阿弥陀岳,長野県,2805,35.97222222,138.3588889
かみこうちだけ,上河内岳,静岡県,2803,35.38972222,138.1527778
こごうちだけ,小河内岳,長野県 静岡県,2802,35.53777778,138.1530556
れんげだけ,蓮華岳,富山県 長野県,2799,36.53583333,137.7105556
あさよみね,アサヨ峰,山梨県,2799,35.73166667,138.2413889
みなみこまがたけ<あかなぎだけ>,南駒ヶ岳<,長野県,2798,35.70611111,137.8155556
やくしがだけ,薬師ヶ岳,山梨県,2780,35.69611111,138.3116667
たかみね,高嶺,山梨県,2779,35.70972222,138.2877778
くまざわだけ,熊沢岳,長野県,2778,35.73916667,137.8033333
つるぎごぜん,剱御前,富山県,2777,36.6025,137.6088889
あかいわだけ,赤岩岳,長野県,2769,36.34333333,137.6841667
よことおしだけ,横通岳,長野県,2767,36.3425,137.7269444
おおかごだけ,大籠岳,山梨県 静岡県,2767,35.59305556,138.2433333
これんげさん,小蓮華山,新潟県 長野県,2766,36.77361111,137.7761111
じぞうがたけ,地蔵ヶ岳,山梨県,2764,35.71222222,138.2986111
つばくろだけ,燕岳,長野県,2763,36.40694444,137.7127778
いおうだけ,硫黄岳,長野県,2760,35.99861111,138.37
にしだけ,西岳,長野県,2758,36.33722222,137.6794444
もみさわだけ,樅沢岳,長野県 岐阜県,2755,36.36666667,137.6077778
すばりだけ,スバリ岳,富山県 長野県,2752,36.54416667,137.685
こまつみね,駒津峰,山梨県 長野県,2752,35.75472222,138.2308333
せんがいれい,仙涯嶺,長野県,2734,35.69222222,137.8136111
こまがたけ<むぎくさだけ>,駒ヶ岳<麦草岳>,長野県,2733,35.79666667,137.7861111
ささやま,笹山,山梨県 静岡県,2733,35.57111111,138.2438889
しょうぎがしらやま,将棊頭山,長野県,2730,35.80333333,137.8269444
ひのきおだけ,檜尾岳,長野県,2728,35.75194444,137.8133333
えぼしだけ,烏帽子岳,長野県 静岡県,2726,35.55361111,138.1536111
こたろうやま,小太郎山,山梨県,2725,35.70083333,138.24
ごんげんだけ,権現岳,山梨県,2715,35.94972222,138.3597222
あさよみね<くりさわやま>,アサヨ峰<栗沢山>,山梨県,2714,35.73805556,138.2341667
みなみまさごだけ,南真砂岳,長野県,2713,36.41333333,137.6416667
はくさん<ごぜんがみね>,白山<御前峰>,石川県 岐阜県,2702,36.155,136.7713889
きたあらかわだけ,北荒川岳,長野県,2698,35.59472222,138.1944444
からまつだけ,唐松岳,富山県 長野県,2696,36.68722222,137.7547222
あべあらくらだけ,安倍荒倉岳,長野県 静岡県,2693,35.62305556,138.2030556
のこぎりだけ,鋸岳,山梨県 長野県,2685,35.77888889,138.21
あかざわだけ,赤沢岳,富山県 長野県,2678,36.56194444,137.6875
ちょうがたけ,蝶ヶ岳,長野県,2677,36.2875,137.7261111
ひがしかわだけ,東川岳,長野県,2671,35.72527778,137.8055556
じいがたけ,爺ヶ岳,富山県 長野県,2670,36.58833333,137.7508333
あかさわやま,赤沢山,長野県,2670,36.32916667,137.6797222
しんじゃぬけやま,新蛇抜山,長野県 静岡県,2667,35.60722222,138.2052778
きたのまただけ（かみのだけ）,北ノ俣岳（上ノ岳）,富山県 岐阜県,2662,36.42111111,137.5122222
しょうぎがしらやま<ちゃうすやま>,将棊頭山<茶臼山>,長野県,2658,35.81472222,137.8216667
ほんたにやま,本谷山,長野県 静岡県,2658,35.57083333,138.1516667
ふたごやま,双児山,山梨県 長野県,2649,35.75083333,138.2213889
がきだけ,餓鬼岳,長野県,2647,36.44722222,137.7361111
てんぐだけ,天狗岳,長野県,2646,36.01916667,138.3555556
かすみざわだけ,霞沢岳,長野県,2646,36.22111111,137.6405556
いたやだけ,板屋岳,長野県 静岡県,2646,35.51805556,138.1461111
なるさわだけ,鳴沢岳,富山県 長野県,2641,36.56861111,137.6955556
からさわだけ,唐沢岳,長野県,2633,36.46111111,137.7166667
いわごやざわだけ,岩小屋沢岳,富山県 長野県,2630,36.57694444,137.7133333
ざるがたけ,笊ヶ岳,山梨県 静岡県,2629,35.42416667,138.2594444
えぼしだけ,烏帽子岳,富山県 長野県,2628,36.47944444,137.6508333
みなみさわだけ,南沢岳,富山県 長野県,2626,36.49,137.6530556
くにみだけ,国見岳,富山県,2621,36.57111111,137.5897222
わしだけ,鷲岳,富山県,2617,36.54194444,137.5872222
とんびやま,鳶山,富山県,2616,36.53416667,137.5858333
おおたきやま,大滝山,長野県,2616,36.27416667,137.7433333
こすもやま,越百山,長野県,2614,35.67944444,137.8033333
ゆきくらだけ,雪倉岳,新潟県 富山県,2611,36.79472222,137.7541667
おくだいにちだけ,奥大日岳,富山県,2611,36.59833333,137.5808333
ちゃうすだけ,茶臼岳,長野県 静岡県,2604,35.36916667,138.1405556
しょうずだけ,清水岳,富山県,2603,36.76472222,137.7188889
きたおくせんじょうだけ,北奥千丈岳,山梨県,2601,35.86861111,138.6708333
ふどうだけ,不動岳,富山県 長野県,2601,36.49527778,137.6672222
きんぷさん,金峰山,山梨県 長野県,2599,35.87138889,138.6252778
とくえもんだけ,徳右衛門岳,静岡県,2599,35.53944444,138.2263889
こくしがたけ,国師ヶ岳,山梨県 長野県,2592,35.87083333,138.6730556
えっちゅうざわだけ,越中沢岳,富山県,2592,36.515,137.5830556
ゆみおりだけ,弓折岳,岐阜県,2592,36.34944444,137.5966667
てかりだけ,光岳,静岡県 長野県,2592,35.33805556,138.0838889
つじやま,辻山,山梨県,2585,35.67638889,138.3219444
ぬのびきやま,布引山,山梨県 静岡県,2584,35.40861111,138.2583333
ごんげんだけ<みつがしら>,権現岳<三ッ頭>,山梨県,2580,35.94222222,138.3638889
あさひだけ,朝日岳,山梨県 長野県,2579,35.87444444,138.6425
しらねさん,白根山,群馬県 栃木県,2578,36.79861111,139.3758333
おおひかげやま,大日影山,長野県 静岡県,2573,35.52222222,138.1383333
あさまやま,浅間山,群馬県 長野県,2568,36.40666667,138.5230556
みねのまつめ,峰の松目,長野県,2568,35.99694444,138.3505556
はちがたけ,鉢ヶ岳,新潟県 富山県,2563,36.78027778,137.7494444
いけのだいらやま,池平山,富山県,2561,36.64111111,137.6258333
おおからまつやま,大唐松山,山梨県,2561,35.62166667,138.2694444
ななくらやま,七倉山,石川県,2557,36.17111111,136.7586111
いおうだけ,硫黄岳,長野県,2554,36.38055556,137.6505556
きたくずだけ,北葛岳,富山県 長野県,2551,36.5175,137.7055556
くろべいやま,黒檜山,長野県,2541,35.64444444,138.1861111
たてしなやま,蓼科山,長野県,2531,36.10361111,138.295
じゅっこくやま,十石山,長野県 岐阜県,2525,36.16361111,137.5905556
あみがさやま,編笠山,山梨県 長野県,2524,35.94166667,138.345
にっただけ,仁田岳,静岡県,2524,35.36083333,138.1272222
いなあらくらだけ,伊那荒倉岳,山梨県 長野県,2519,35.68916667,138.1941667
こひかげやま,小日影山,長野県,2506,35.52527778,138.1263889
だいにちだけ,大日岳,富山県,2501,36.59944444,137.55
なんたいさん,男体山,栃木県,2486,36.765,139.4908333
にょほうさん,女峰山,栃木県,2483,36.81138889,139.5363889
さんぽうやま,三宝山,埼玉県 長野県,2483,35.9175,138.7277778
よこだけ,横岳,長野県,2480,36.0875,138.32
こぶしがたけ,甲武信ヶ岳,埼玉県 山梨県 長野県,2475,35.90888889,138.7288889
おくちゃうすやま,奥茶臼山,長野県,2474,35.485,138.0691667
のりくらだけ,乗鞍岳,新潟県 長野県,2469,36.78861111,137.7991667
ひうちやま,火打山,新潟県,2462,36.92277778,138.0680556
やけだけ,焼岳,長野県 岐阜県,2455,36.22694444,137.5869444
みょうこうさん,妙高山,新潟県,2454,36.89138889,138.1133333
はちもりやま,鉢盛山,長野県,2447,36.08666667,137.7547222
あさひだけ,朝日岳,新潟県 富山県,2418,36.82666667,137.73
けかつやま,毛勝山,富山県,2415,36.70111111,137.5908333
あおなぎやま,青薙山,静岡県,2406,35.36972222,138.2286111
しまがれやま,縞枯山,長野県,2403,36.07555556,138.3311111
やけやま,焼山,新潟県,2400,36.92083333,138.0358333
べっさん,別山,石川県 岐阜県,2399,36.10555556,136.7658333
ごんげんだけ<にしだけ>,権現岳<西岳>,長野県,2398,35.95,138.335
いけぐちだけ,池口岳,長野県 静岡県,2392,35.33027778,138.0383333
ねこまたやま,猫又山,富山県,2378,36.68111111,137.5902778
にょほうさん<おおまなごさん>,女峰山<大真名子山>,栃木県,2376,36.79527778,139.5072222
おおだないりやま,大棚入山,長野県,2375,35.84805556,137.81
たろうさん,太郎山,栃木県,2368,36.81777778,139.4827778
あんぺいじやま,安平路山,長野県,2363,35.63055556,137.7744444
ひうちがたけ<しばやすぐら>,燧ヶ岳<>,福島県,2356,36.955,139.2852778
あずまやさん,四阿山,長野県 群馬県,2354,36.54166667,138.4130556
たかつまやま,高妻山,新潟県 長野県,2353,36.8,138.0519444
いわすげやま<うらいわすげやま>,岩菅山<裏岩菅山>,長野県,2341,36.75277778,138.5680556
だいむげんざん,大無間山,静岡県,2330,35.25611111,138.1616667
にょほうさん<こまなごさん>,女峰山<小真名子山>,栃木県,2323,36.80722222,139.5108333
よこてやま,横手山,群馬県 長野県,2307,36.66888889,138.5258333
きょうがたけ,経ヶ岳,長野県,2296,35.91277778,137.8625
いわすげやま,岩菅山,長野県,2295,36.74194444,138.5594444
たいせつざん<あさひだけ>,大雪山<旭岳>,北海道,2291,43.66361111,142.8541667
ありあけやま,有明山,長野県,2268,36.39111111,137.7705556
たいせつざん<ほくちんだけ>,大雪山<北鎮岳>,北海道,2244,43.69277778,142.8797222
ちょうかいざん<しんざん>,鳥海山<新山>,山形県,2236,39.09916667,140.0488889
たいせつざん<はくうんだけ>,大雪山<白雲岳>,北海道,2230,43.66111111,142.9058333
みずがきやま,瑞牆山,山梨県,2230,35.89333333,138.5919444
しぶつさん,至仏山,群馬県,2228,36.90361111,139.1733333
かごのとやま<ひがしかごのとやま>,篭ノ登山<東篭ノ登山>,長野県 群馬県,2228,36.41944444,138.4472222
あずまやさん<ねこだけ>,四阿山<根子岳>,長野県,2207,36.54916667,138.3952778
さぶりゅうやま,佐武流山,新潟県 長野県,2192,36.77222222,138.6705556
えなさん,恵那山,長野県 岐阜県,2191,35.44361111,137.5972222
ふどうがたけ,不動岳,静岡県,2172,35.23555556,138.0411111
もとしらねさん,本白根山,群馬県,2171,36.62277778,138.5319444
すりこぎやま,摺古木山,長野県,2169,35.61277778,137.7375
しゃくじょうだけ,錫杖岳,岐阜県,2168,36.28194444,137.5472222
くろいわやま,黒岩山,栃木県 群馬県,2163,36.90888889,139.3936111
しらねさん,白根山,群馬県,2160,36.64388889,138.5277778
ほたかやま,武尊山,群馬県,2158,36.80527778,139.1325
なえばさん,苗場山,新潟県 長野県,2145,36.84583333,138.6902778
すかいさん,皇海山,栃木県 群馬県,2144,36.69,139.3369444
とむらうしやま,トムラウシ山,北海道,2141,43.52722222,142.8488889
きぬぬまやま,鬼怒沼山,栃木県 群馬県,2141,36.88277778,139.3716667
ひらがたけ,平ヶ岳,群馬県 新潟県,2141,37.00194444,139.1708333
しらすなやま,白砂山,群馬県 長野県,2140,36.73805556,138.6936111
こまがたけ,駒ヶ岳,福島県,2133,37.0475,139.3536111
だいにちだけ,大日岳,新潟県,2128,37.83277778,139.6602778
かまがみね,鎌ヶ峰,長野県 岐阜県,2121,36.02666667,137.5991667
たいせつざん<あいべつだけ>,大雪山<愛別岳>,北海道,2113,43.70777778,142.8572222
おぐらさん,御座山,長野県,2112,36.03388889,138.6066667
からまつおやま,唐松尾山,埼玉県 山梨県,2109,35.86777778,138.8452778
いいでさん,飯豊山,福島県,2105,37.85472222,139.7072222
ゆのまるやま,湯ノ丸山,長野県 群馬県,2101,36.43472222,138.4011111
くわさきやま,鍬崎山,富山県,2090,36.54,137.4780556
なかのだけ,中ノ岳,新潟県,2085,37.08527778,139.0775
とかちだけ,十勝岳,北海道,2077,43.41777778,142.6863889
おおぼらやま（ひりゅうやま）,大洞山（飛龍山）,埼玉県 山梨県,2077,35.84,138.8922222
かさがたけ,笠ヶ岳,長野県,2076,36.67666667,138.4813889
くろぼうしがたけ,黒法師岳,静岡県,2068,35.19611111,138.0294444
てらしやま,輝山,岐阜県,2063,36.19416667,137.5222222
たいしゃくざん,帝釈山,福島県 栃木県,2060,36.96972222,139.46
さんぽうくずれやま,三方崩山,岐阜県,2059,36.17888889,136.8602778
だいぼさつれい,大菩薩嶺,山梨県,2057,35.74888889,138.8455556
くろひめやま,黒姫山,長野県,2053,36.81333333,138.1272222
はくさんしゃかだけ,白山釈迦岳,石川県,2053,36.15222222,136.7355556
びえいだけ,美瑛岳,北海道,2052,43.44,142.7066667
ぽろしりだけ,幌尻岳,北海道,2052,42.71944444,142.6827778
くしがたやま,櫛形山,山梨県,2052,35.58666667,138.3691667
いわてさん,岩手山,岩手県,2038,39.8525,141.0011111
とりかぶとやま,鳥甲山,長野県,2038,36.83916667,138.5838889
しがやま,志賀山,長野県,2037,36.70027778,138.5158333
はくせきさん,白石山,埼玉県,2036,35.89944444,138.8780556
にしあづまやま,西吾妻山,福島県 山形県,2035,37.73833333,140.1408333
うつくしがはら<おうがとう>,美ヶ原<王ヶ頭>,長野県,2034,36.22583333,138.1075
けんとくさん,乾徳山,山梨県,2031,35.82305556,138.715
せんのくらやま,仙ノ倉山,群馬県 新潟県,2026,36.8175,138.8394444
きたまただけ,北股岳,新潟県 山形県,2025,37.88,139.6386111
くもとりやま,雲取山,埼玉県 東京都,2017,35.85555556,138.9438889
こがねざわやま,小金沢山,山梨県,2014,35.71694444,138.8566667
おぷたてしけやま,オプタテシケ山,北海道,2013,43.47027778,142.7516667
にぺそつやま,ニペソツ山,北海道,2013,43.45583333,143.0322222
やんぶし,山伏,山梨県 静岡県,2013,35.30444444,138.2852778
けいづるやま,景鶴山,群馬県 新潟県,2004,36.95694444,139.2105556
こまがたけ,駒ヶ岳,新潟県,2003,37.12361111,139.0752778
しちめんざん,七面山,山梨県,1989,35.36944444,138.3488889
たいせつざん<くろだけ>,大雪山<黒岳>,北海道,1984,43.6975,142.9202778
がっさん,月山,山形県,1984,38.54888889,140.0269444
にしあづまやま<にしだいてん>,西吾妻山<西大巓>,山形県 福島県,1982,37.73388889,140.1277778
こひでやま,小秀山,長野県 岐阜県,1982,35.78555556,137.3969444
いしづちさん<てんぐだけ>,石鎚山<天狗岳>,愛媛県,1982,33.76777778,133.115
かむいえくうちかうしやま,カムイエクウチカウシ山,北海道,1979,42.625,142.7663889
たにがわだけ<しげくらだけ>,谷川岳<茂倉岳>,群馬県 新潟県,1978,36.84916667,138.9166667
たにがわだけ<おきのみみ>,谷川岳<オキノ耳>,群馬県 新潟県,1977,36.83722222,138.93
ひがしあづまやま,東吾妻山,福島県,1975,37.71166667,140.2302778
たにがわだけ<いちのくらだけ>,谷川岳<一ノ倉岳>,群馬県 新潟県,1974,36.84722222,138.9244444
たしろやま,田代山,福島県,1971,36.97444444,139.4783333
あらさわだけ,荒沢岳,新潟県,1969,37.10055556,139.1480556
いしかりだけ,石狩岳,北海道,1967,43.54666667,143.0222222
まきはたやま,巻機山,群馬県 新潟県,1967,36.97861111,138.9641667
けなしやま,毛無山,山梨県 静岡県,1964,35.41583333,138.5438889
ちゅうべつだけ,忠別岳,北海道,1963,43.59111111,142.8944444
あまかざりやま,雨飾山,新潟県 長野県,1963,36.90194444,137.9625
けさまるやま,袈裟丸山,栃木県 群馬県,1961,36.64944444,139.3272222
とったべつだけ,戸蔦別岳,北海道,1959,42.73861111,142.695
にゅうがさやま,入笠山,長野県,1955,35.89638889,138.1716667
つるぎさん,剣山,徳島県,1955,33.85361111,134.0941667
まんたろうさん,万太郎山,群馬県 新潟県,1954,36.82416667,138.8791667
ひがしあづまやま<いっさいきょうざん>,東吾妻山<一切経山>,福島県,1949,37.73527778,140.2444444
あさひだけ,朝日岳,群馬県,1945,36.88055556,138.9725
みやのうらだけ,宮之浦岳,鹿児島県,1936,30.33611111,130.5041667
おとふけやま,音更山,北海道,1932,43.56166667,143.0352778
にのもり,二ノ森,愛媛県,1930,33.75861111,133.0938889
はちぶせやま,鉢伏山,長野県,1929,36.16305556,138.0591667
にしあづまやま<ひがしだいてん>,西吾妻山<東大巓>,福島県 山形県,1928,37.75444444,140.1888889
しもつごうやま,下津川山,新潟県 群馬県,1928,36.99472222,139.05
きりがみね<くるまやま>,霧ヶ峰<車山>,長野県,1925,36.10305556,138.1966667
かみほろかめっとくやま,上ホロカメットク山,北海道,1920,43.405,142.6716667
はやちねさん,早池峰山,岩手県,1917,39.55861111,141.4886111
さんぼんやりだけ,三本槍岳,福島県 栃木県,1917,37.15027778,139.9613889
いいづなやま（いいづなやま）,飯縄山（飯綱山）,長野県,1917,36.73944444,138.1336111
ぴぱいろだけ,ピパイロ岳,北海道,1916,42.77305556,142.7275
なすだけ<ちゃうすだけ>,那須岳<茶臼岳>,栃木県,1915,37.12472222,139.9630556
はっきょうがだけ,八経ヶ岳,奈良県,1915,34.17361111,135.9075
ふらのだけ,富良野岳,北海道,1912,43.39361111,142.635
おおさびやま,大佐飛山,栃木県,1908,37.06361111,139.8444444
とがくしやま,戸隠山,長野県,1904,36.77027778,138.055
えさおまんとったべつだけ,エサオマントッタベツ岳,北海道,1902,42.68916667,142.7577778
ようていざん（えぞふじ）,羊蹄山（蝦夷富士）,北海道,1898,42.82666667,140.8113889
かめがもり,瓶ヶ森,愛媛県,1897,33.79472222,133.1933333
さつないだけ,札内岳,北海道,1895,42.69388889,142.7966667
みせん,弥山,奈良県,1895,34.18,135.9094444
みうね,三嶺,徳島県 高知県,1894,33.83944444,133.9877778
こうしんざん,庚申山,栃木県,1892,36.67305556,139.3611111
きめんざん,鬼面山,長野県,1890,35.49194444,137.9902778
かざふきだけ,風吹岳,長野県,1888,36.81416667,137.8388889
ながただけ,永田岳,鹿児島県,1886,30.34277778,130.4925
にせいかうしゅっぺやま,ニセイカウシュッペ山,北海道,1883,43.78,142.9852778
ちろろだけ,チロロ岳,北海道,1880,42.82555556,142.6752778
むりいだけ,武利岳,北海道,1876,43.73305556,143.1763889
さるがばばやま,猿ヶ馬場山,岐阜県,1875,36.22583333,136.9427778
がんがはらすりやま,雁ケ腹摺山,山梨県,1874,35.68694444,138.885
あさひだけ<おおあさひだけ>,朝日岳<大朝日岳>,山形県,1871,38.26055556,139.9222222
ささがみね,笹ヶ峰,愛媛県 高知県,1860,33.82805556,133.2747222
つつじょうざん,筒上山,愛媛県 高知県,1860,33.73194444,133.1611111
そうがだけ,僧ヶ岳,富山県,1855,36.76166667,137.5636111
しらくらやま,白倉山,長野県 静岡県,1851,35.30166667,137.9922222
やはずさん,矢筈山,徳島県,1849,33.925,133.975
うぺぺさんけやま,ウペペサンケ山,北海道,1848,43.38944444,143.0819444
とかちぽろしりだけ,十勝幌尻岳,北海道,1846,42.69555556,142.8594444
いっぱさんきゅうほう,１８３９峰,北海道,1842,42.53944444,142.8080556
ざおうざん（ざおうさん）<くまのだけ>,蔵王山<熊野岳>,山形県,1841,38.14361111,140.44
おいずるがだけ,笈ヶ岳,富山県 石川県 岐阜県,1841,36.29861111,136.7922222
あかぎさん<くろびさん>,赤城山<黒檜山>,群馬県,1828,36.56027778,139.1933333
ざおうざん（ざおうさん）<びょうぶだけ>,蔵王山<>,宮城県,1825,38.09583333,140.4761111
おおがさやま,大笠山,富山県 石川県,1822,36.32055556,136.7897222
まるやまだけ,丸山岳,福島県,1820,37.17277778,139.3347222
よこおやま,横尾山,山梨県 長野県,1818,35.91888889,138.5211111
ばんだいさん,磐梯山,福島県,1816,37.60111111,140.0722222
ごぜんだけ,御前岳,岐阜県,1816,36.19805556,136.9602778
てんぐづか,天狗塚,徳島県,1812,33.82694444,133.9433333
おくさんがいだけ,奥三界岳,岐阜県 長野県,1811,35.68166667,137.5072222
ぶっしょうがだけ,仏生嶽,奈良県,1805,34.13444444,135.9130556
しゃかがだけ,釈迦ヶ岳,奈良県,1800,34.11444444,135.9030556
たかはらやま<しゃかがだけ>,高原山<釈迦ヶ岳>,栃木県,1795,36.9,139.7766667
くろたけ,黒岳,山梨県,1793,35.55194444,138.7494444
くじゅうれんざん<なかだけ>,くじゅう連山<中岳>,大.県,1791,33.08583333,131.2488889
くじゅうれんざん<くじゅうさん>,くじゅう連山<久住山>,大.県,1787,33.08222222,131.2408333
くじゅうれんざん<たいせんざん>,くじゅう連山<大船山>,大.県,1786,33.095,131.2805556
みつとうげやま,三ッ峠山,山梨県,1785,35.54916667,138.8091667
だいふげんだけ,大普賢岳,奈良県,1780,34.22777778,135.9627778
はっかいさん<にゅうどうだけ>,八海山<入道岳>,新潟県,1778,37.10388889,139.0247222
おがたけ,男鹿岳,福島県 栃木県,1777,37.08527778,139.8219444
いとうだけ,以東岳,山形県 新潟県,1772,38.34305556,139.8491667
しらがやま,白髪山,高知県,1770,33.81,133.9930556
みつがつじやま,三ヶ辻山,岐阜県,1764,36.33805556,136.95
くじゅうれんざん<ほっしょうざん>,くじゅう連山<星生山>,大.県,1762,33.09083333,131.2325
